,Latitude,Longitude,temperature
2736,46.28509,19.75698,-2.12
2737,48.15477,20.70742,2
2738,48.288,20.539,2
2739,48.21717,20.73024,2
2740,48.04161,19.79983,-2.18
2741,47.93683,20.66644,-2.93
2742,46.89652,18.58535,-1.4
2743,47.67838,18.6729,-1.35
2744,46.74937,21.37054,2.03
2745,47.24624,18.34925,1.02
2746,48.30425,21.5638,2
2747,47.2616,16.9527,2
2748,46.25203,18.11549,-1.75
2749,48.38621,21.66485,2
2750,45.94189,18.6254,2
2751,45.88321,17.85611,-0.95
2752,45.85434,18.28686,2
2753,46.75076,18.56114,-1.4
2754,46.38987,18.64449,-3.78
2755,46.91095,18.08196,2
2756,47.92146,20.18727,-2.93
2757,46.869,16.349,5
2758,46.864,16.342,5
2759,46.866,16.363,5
2760,46.28276,18.624,-3.78
2761,48.05092,22.34892,2
2762,47.44322,17.32105,0.93
2763,47.31656,18.0489,1.01
2764,46.85461,20.53466,-2.53
2765,47.98759,20.33349,-2.93
2766,47.29979,18.91784,-3
2767,48.08492,19.53067,-2
2768,46.47788,18.6715,-3.78
2769,46.2171,20.11928,-1
2770,47.00595,21.15167,-0.08
2771,47.18384,18.38837,1.01
2772,46.50768,20.52395,1
2773,46.33585,18.71621,-3.78
2774,47.64392,19.07757,-3
2775,46.63574,20.24082,-2
2776,46.03456,17.98603,-1.75
2777,47.07953,16.47492,0.55
2778,48.15104,21.22246,2
2779,47.32307,19.04311,-3
2780,46.03688,17.80814,-1.75
2781,48.19761,20.94026,2
2782,48.12217,20.04011,-2.18
2783,48.11844,20.38518,-2.93
2784,47.83112,18.87826,-3
2785,47.14985,20.16957,-2.54
2786,47.22249,16.63605,2
2787,47.68444,18.35019,0
2788,47.72448,19.16837,-3
2789,48.492,20.694,2
2790,48.418,20.448,2
2791,48.03648,19.33276,-2.5
2792,46.73446,18.05961,0.97
2793,47.10747,19.47432,-2.65
2794,47.089,18.418,-1.4
2795,46.63248,18.28639,0.97
2796,47.33704,19.76257,-2.66
2797,46.8737,17.4384,2
2798,47.94335,19.71461,-3
2799,48.17945,20.54304,-2.93
2800,47.66255,18.44844,-1.48
2801,47.60387,18.51783,-1.43
2802,48.10308,22.54776,2
2803,47.00874,19.03659,-3
2804,47.73473,18.65613,-1.37
2805,47.67792,18.31014,0
2806,47.59549,18.38139,-1.51
2807,47.54846,18.82378,-3
2808,48.50821,21.31885,2
2809,46.53981,18.70736,-1.4
2810,47.26952,18.05495,1
2811,47.50562,17.51617,0.98
2812,46.412,18.456,-3.78
2813,48.10122,22.81972,2
2814,48.14545,21.63411,2
2815,47.68444,20.99567,-1
2816,48.02345,21.22711,-1
2817,47.68583,20.8448,-1
2818,46.98686,20.27109,-2.53
2819,47.62064,20.78333,-1.51
2820,46.9375,20.12161,-2.51
2821,47.78316,20.99381,-1
2822,48.007,21.37,-1
2823,46.81596,20.09693,-1.97
2824,47.92333,21.04084,-1
2825,47.93637,21.35611,-1
2826,46.66368,16.79344,1.5
2827,48.10028,21.42549,2
2828,47.27,17.105,0.9
2829,46.41408,18.78326,-3.78
2830,48.323,20.886,2
2831,48.52172,20.77029,2
2832,48.521,20.871,2
2833,46.42246,20.72046,0.86
2834,46.39313,16.78739,2
2835,47.31935,18.96674,-3
2836,47.44974,18.9211,-3
2837,47.1992,20.4187,-2.56
2838,47.97362,22.44066,2
2839,47.58711,19.64848,-2.42
2840,47.09257,20.75259,-2
2841,47.9685,22.76244,2
2842,48.33219,22.10956,0.5
2843,46.97522,17.09706,2
2844,47.48187,18.56998,-1.37
2845,47.79433,21.68301,-1
2846,47.22528,19.39096,-2.64
2847,46.59942,20.99428,3
2848,47.224,19.451,-2.64
2849,47.72169,21.09207,-1
2850,46.53702,16.98157,1.5
2851,47.08791,17.62141,0.91
2852,46.34283,19.85291,-2.12
2853,47.79154,19.14649,-3
2854,48.424,21.536,2
2855,47.99318,22.17522,2
2856,46.84483,17.29963,2
2857,47.514,21.88464,0.02
2858,47.19827,18.15879,0.99
2859,46.87743,17.29544,2
2860,48.138,22.30654,2
2861,48.138,22.30701,2
2862,47.05252,16.79205,2
2863,47.64998,19.30528,-3
2864,47.83625,20.22126,-2.93
2865,47.71564,19.56932,-3
2866,47.36871,18.57231,-1.35
2867,47.1219,17.91106,0.95
2868,47.44043,17.82025,1.01
2869,46.93144,21.23969,-0.11
2870,45.87204,18.46521,2
2871,47.77105,20.03872,-2.18
2872,48.39785,22.1538,0.5
2873,46.69628,17.11336,1.8
2874,46.81316,17.10731,2
2875,46.85321,16.85724,1.5
2876,46.54866,17.13897,1.8
2877,46.53329,17.17483,1.8
2878,46.85368,16.56806,1.5
2879,46.93563,17.07843,2
2880,47.32494,18.41119,-0.26
2881,47.80085,18.91179,-3
2882,47.27651,17.86961,0.97
2883,47.1233,21.44179,-0.07
2884,47.54054,18.73111,-1.29
2885,48.496,21.283,2
2886,47.72402,16.6244,3.47
2887,47.75475,19.67503,-3
2888,47.73799,19.68061,-3
2889,47.92566,19.75559,-3
2890,47.42785,18.23097,1.05
2891,47.83857,19.96421,-2.18
2892,48.00715,21.41571,-1
2893,47.4353,18.23656,1.05
2894,47.36266,18.19093,1.03
2895,54.1159,-9.29436,3.57
2896,53.9843,-9.11192,3.57
2897,53.848,-9.0056,3.57
2898,53.7999,-8.90281,3.57
2899,53.8878,-9.54187,4.5
2900,53.9059,-9.76931,4.5
2901,53.7633,-9.813,4.5
2902,53.8073,-9.54924,4.5
2903,52.9059,-8.52978,2
2904,53.6715,-8.95294,4.75
2905,53.9501,-8.96046,3.57
2906,53.5266,-9.08625,4.75
2907,54.2853,-9.38087,4.5
2908,53.5555,-6.76628,0.49
2909,53.4317,-6.84226,0.47
2910,53.8534,-6.65592,0.53
2911,53.4845,-6.72501,0.48
2912,53.6539,-6.4069,0.54
2913,53.6974,-6.43558,0.54
2914,53.53,-6.95977,0.48
2915,53.7205,-6.28331,0.55
2916,53.6684,-6.65311,0.52
2917,53.7688,-7.16304,1.75
2918,53.7093,-6.54823,0.53
2919,53.51033,-6.562502,0.5
2920,53.5588,-6.65281,0.5
2921,52.8565,-8.75662,2
2922,53.4525,-6.92575,0.47
2923,53.6306,-6.26014,0.55
2924,53.7566,-6.83735,0.51
2925,53.7291,-6.86134,0.51
2926,53.6186,-6.912,0.49
2927,54.2479,-6.95907,1
2928,54.2135,-7.11646,1.75
2929,54.1746,-7.22574,1.75
2930,54.1222,-6.7325,1
2931,54.159,-7.14,1.75
2932,54.1151,-7.01472,1.75
2933,54.276,-7.0623,1
2934,54.1276,-6.90542,1.75
2935,54.3223,-6.897,1
2936,54.3365,-6.95596,1
2937,53.9675,-6.71215,-1
2938,52.9804,-7.93002,-0.63
2939,53.1042,-7.73129,1.37
2940,53.107,-7.92137,1.37
2941,53.2692,-7.83332,1.37
2942,53.3398,-7.63476,1.37
2943,53.2199,-7.89428,1.37
2944,53.2532,-7.53638,1.37
2945,53.3426,-7.0623,0.45
2946,53.2741,-7.50692,1.37
2947,53.1791,-7.73046,1.37
2948,52.7431,-6.76957,2
2949,52.688,-6.78993,-0.4
2950,51.4844,-9.37383,4.7
2951,51.721,-9.10052,1
2952,51.5645,-9.00749,1
2953,51.6367,-8.71111,1
2954,55.0317,-7.77883,4.37
2955,54.8385,-7.46818,1.7
2956,54.9993,-7.51714,4.37
2957,54.6331,-8.35959,4.22
2958,55.1895,-7.84967,4.37
2959,54.6264,-8.60356,4.22
2960,55.0393,-7.6406,4.37
2961,55.1281,-7.45959,3.25
2962,54.4814,-8.27656,4.22
2963,53.489,-8.56785,3
2964,55.0855,-7.6999,4.37
2965,55.2776,-7.26272,3.25
2966,54.6387,-8.44167,4.22
2967,54.8009,-7.7732,2.25
2968,54.8663,-7.59749,2.25
2969,52.8192,-6.93995,2
2970,55.1776,-7.93267,4.37
2971,54.8584,-7.65283,2.25
2972,54.8001,-7.59564,2.25
2973,54.7944,-8.28681,4.22
2974,55.1377,-8.12263,5.62
2975,55.179,-7.792,4.37
2976,54.95,-8.36298,5.62
2977,54.7622,-8.41157,4.22
2978,54.956,-7.69825,4.37
2979,55.2845,-7.391,3.25
2980,54.9673,-7.62083,4.37
2981,53.339,-6.19514,0.53
2982,53.4863,-6.11713,0.56
2983,53.60261,-6.118434,0.56
2984,53.5477,-6.08019,0.56
2985,53.502,-6.14858,0.56
2986,53.466,-6.21009,0.56
2987,53.4572,-6.15504,0.56
2988,53.4547,-6.28914,0.55
2989,53.2449,-6.1148,0.51
2990,53.1687,-8.29952,2
2991,53.4752,-8.49863,3
2992,53.3401,-9.16695,4.75
2993,53.4309,-9.31732,4.87
2994,53.0876,-8.23154,2
2995,53.0734,-8.81585,2
2996,53.4665,-9.09845,4.75
2997,53.516,-8.88046,4.75
2998,53.4841,-10.026,6.45
2999,53.5212,-8.31929,3
3000,53.3217,-8.21178,3
3001,53.292,-8.75175,2
3002,53.2144,-8.56072,2
3003,52.3952,-9.86031,1.55
3004,52.4336,-9.53844,2
3005,52.5732,-9.37295,2
3006,51.8371,-9.90088,7.37
3007,52.0872,-9.2056,1
3008,52.1178,-9.77853,1.55
3009,52.0526,-9.52228,1.55
3010,51.8258,-10.172,7.37
3011,52.2762,-9.87429,1.55
3012,52.4913,-9.66943,2
3013,52.3291,-9.7888,1.55
3014,52.1352,-10.2713,6.57
3015,51.8777,-9.59006,4.7
3016,52.23,-9.47133,2
3017,52.2678,-9.73861,1.55
3018,52.0565,-9.94775,6.57
3019,51.9461,-10.2384,6.57
3020,52.5451,-9.4692,2
3021,53.2906,-6.81601,0.44
3022,53.2274,-6.70001,0.44
3023,53.0967,-6.94189,0.43
3024,54.2659,-6.94258,1
3025,52.9822,-6.98384,0.42
3026,53.2162,-7.00165,0.44
3027,53.2478,-6.84035,0.44
3028,53.2773,-6.82944,0.44
3029,53.1254,-6.60635,0.44
3030,52.9072,-6.84261,0.43
3031,54.0258,-7.5262,2.8
3032,53.1357,-7.0657,0.43
3033,53.1502,-6.90322,0.43
3034,53.3361,-6.93793,0.45
3035,53.3645,-6.47512,0.47
3036,52.6252,-7.05675,-1.3
3037,52.6794,-7.01763,-1.3
3038,52.7939,-6.74658,2
3039,54.1178,-7.57593,2.8
3040,52.7953,-7.20677,-1.3
3041,52.5894,-7.18229,-1.3
3042,52.8336,-7.18562,-1.3
3043,52.7247,-7.58369,-0.63
3044,52.3466,-7.32453,2.37
3045,52.8018,-7.34914,-1.3
3046,52.2794,-7.26691,2.37
3047,52.5324,-6.95762,-1.3
3048,53.8651,-7.21034,1.75
3049,52.5422,-7.3815,-1.3
3050,52.6429,-7.21653,-1.3
3051,52.5242,-7.12836,-1.3
3052,52.545,-7.23023,-1.3
3053,52.2617,-7.04647,2.37
3054,53.8054,-6.93369,0.51
3055,52.7493,-7.57301,-0.63
3056,52.8469,-7.38832,-1.3
3057,52.9429,-7.64317,-0.63
3058,52.9756,-7.49399,-1.3
3059,53.0189,-7.13847,2
3060,53.0459,-7.30723,2
3061,52.9137,-7.36065,-1.3
3062,53.1552,-7.16367,0.43
3063,54.1076,-7.43993,1.75
3064,52.9908,-7.47214,-1.3
3065,52.858,-7.58069,-0.63
3066,52.946,-7.0199,2
3067,53.156,-7.5201,1.37
3068,53.1232,-7.32493,2
3069,54.2359,-8.31449,3.12
3070,54.4505,-8.28556,4.22
3071,54.0499,-7.81172,2.8
3072,53.9759,-7.63997,2.8
3073,53.9911,-8.06711,2.8
3074,53.9201,-6.96867,1.75
3075,53.9406,-8.0798,2.8
3076,53.9167,-7.86256,2.8
3077,54.3029,-8.18637,4.22
3078,54.0504,-8.04053,2.8
3079,52.598,-8.46929,2
3080,52.6129,-8.33119,2
3081,52.6427,-8.39861,2
3082,54.0802,-7.09329,1.75
3083,52.6761,-8.57944,2
3084,52.5215,-8.9472,2
3085,52.6108,-9.11861,2
3086,52.6452,-8.86645,2
3087,52.4428,-9.03541,2
3088,52.4058,-8.57795,1.47
3089,52.5282,-8.72467,2
3090,53.908,-6.78578,-1
3091,52.3661,-8.47101,1.49
3092,52.6126,-8.9837,2
3093,52.568,-8.79245,2
3094,52.3908,-9.30753,2
3095,52.595,-9.19613,2
3096,52.4774,-8.43598,2
3097,53.5575,-7.77289,1.37
3098,53.8301,-7.08138,1.75
3099,53.7643,-7.49499,1.75
3100,53.6911,-7.60936,1.37
3101,53.7517,-7.86431,2.8
3102,53.818,-7.773,2.8
3103,53.7326,-7.81835,2.8
3104,53.9369,-6.40457,-1
3105,53.7222,-6.40715,0.54
3106,53.9282,-7.41009,1.75
3107,53.8586,-6.52273,0.54
3108,54.0071,-6.35487,0.06
3109,53.895,-6.38339,0.55
3110,53.835,-6.39703,0.55
3111,54.0344,-6.17978,0.35
3112,53.9554,-6.54033,-1
3113,53.7893,-6.22715,0.56
3114,53.9536,-6.37968,-1
3115,53.7153,-6.32395,0.55
3116,54.1265,-9.14563,3.57
3117,54.2925,-7.86868,2.8
3118,53.5318,-9.2683,4.75
3119,53.758,-8.76634,3.57
3120,54.1478,-9.73693,4.5
3121,53.864,-9.28457,3.57
3122,53.9668,-8.79993,3.57
3123,53.6241,-9.23584,4.75
3124,53.6868,-9.01279,4.75
3125,53.8031,-9.21651,3.57
3126,53.9657,-10.1025,7.05
3127,52.7015,-6.97518,-1.3
3128,54.0048,-7.36685,1.75
3129,53.2928,-7.28272,0.44
3130,53.1892,-7.99849,1.37
3131,53.3626,-7.21315,0.45
3132,53.8625,-8.40048,3.12
3133,53.7559,-8.4942,3.12
3134,53.8452,-8.18215,3.12
3135,53.4176,-7.99233,1.37
3136,53.8972,-8.55965,3.12
3137,53.7438,-8.63275,3.12
3138,53.7767,-8.09393,2.8
3139,53.6173,-8.19068,3
3140,54.1862,-8.48617,3.12
3141,52.7425,-8.08825,2
3142,52.5965,-6.92011,-1.3
3143,52.9534,-7.80906,-0.63
3144,52.7905,-7.81769,-0.63
3145,52.6573,-7.83808,-0.63
3146,52.8027,-8.43512,2
3147,52.6373,-7.87274,-0.63
3148,52.7051,-8.42648,2
3149,52.8714,-8.19021,2
3150,52.6758,-7.71452,-0.63
3151,53.9787,-8.29484,3.12
3152,54.2134,-8.51258,3.12
3153,54.0794,-8.51765,3.12
3154,52.689,-8.8364,2
3155,54.2791,-8.60581,3.12
3156,54.0549,-8.74368,3.57
3157,54.3044,-8.54607,4.22
3158,53.9923,-8.50832,3.12
3159,54.2252,-9.09578,3.57
3160,52.1705,-9.55059,1.55
3161,54.1306,-8.40076,3.12
3162,52.998,-8.13414,2
3163,52.6396,-7.74042,-0.63
3164,52.3574,-7.67381,0.37
3165,52.5075,-7.50507,-0.63
3166,52.8056,-8.73655,2
3167,52.3607,-7.57232,0.37
3168,52.5655,-7.66871,-0.63
3169,52.4674,-8.15008,2
3170,52.3674,-7.92933,1
3171,52.3095,-7.87904,1
3172,52.2685,-8.09943,1
3173,52.464,-7.68239,0.37
3174,52.2798,-7.99348,1
3175,52.3473,-7.41964,2.37
3176,52.8791,-9.17939,2
3177,52.5163,-7.90287,-0.63
3178,52.2415,-7.06081,2.37
3179,52.2564,-7.10228,2.37
3180,52.242,-7.05998,2.37
3181,52.9436,-9.05919,2
3182,51.9521,-7.72457,1
3183,52.286,-7.30984,2.37
3184,52.1412,-7.92944,1
3185,52.107,-7.58163,1
3186,52.2039,-7.42332,2.37
3187,52.1655,-7.15599,2.37
3188,52.1003,-8.00026,1
3189,52.0541,-7.55301,1
3190,52.1553,-6.99637,2.37
3191,52.0883,-7.61574,1
3192,52.1439,-7.84039,1
3193,53.5168,-7.35031,2
3194,53.6678,-7.32081,-0.6
3195,53.4556,-7.09095,0.46
3196,53.3912,-7.71549,1.37
3197,53.4119,-7.29388,0.45
3198,53.3635,-7.50914,1.37
3199,53.6086,-7.06368,0.48
3200,53.3934,-7.3871,2
3201,53.6665,-7.0087,0.49
3202,53.5825,-7.54158,1.37
3203,53.5038,-7.13111,0.47
3204,53.415,-7.92645,1.37
3205,52.7328,-8.77178,2
3206,52.4439,-6.3376,3.22
3207,52.2489,-6.35609,3.22
3208,52.3827,-6.45659,3.22
3209,52.2839,-6.49283,3.22
3210,52.6532,-6.66329,-0.4
3211,52.2299,-6.54978,3.22
3212,52.3206,-6.65097,3.22
3213,52.5869,-6.48547,-0.4
3214,52.3895,-6.71524,3.22
3215,52.448,-6.7149,3.22
3216,52.4888,-6.57073,3.22
3217,52.6657,-6.28771,3.9
3218,52.6512,-6.2387,3.9
3219,52.2787,-6.39761,3.22
3220,52.3147,-6.45093,3.22
3221,52.1908,-6.83745,3.22
3222,52.9807,-6.04483,0.48
3223,52.8443,-8.96941,2
3224,52.996,-6.08077,0.48
3225,53.0709,-6.05854,0.48
3226,52.932,-6.69634,0.43
3227,52.71,-6.50886,2
3228,52.7981,-6.46117,0.44
3229,53.0068,-6.10185,0.48
3230,52.8523,-6.21369,0.46
3231,53.1929,-6.16285,0.49
3232,52.8545,-6.32033,0.45
3233,53.2015,-6.11049,0.5
3234,52.8249,-8.96793,2
3235,53.1336,-6.05753,0.49
3236,53.0553,-6.71244,0.43
3237,53.1627,-6.54861,0.44
3238,52.9337,-6.22685,0.46
3239,52.9048,-6.25902,0.46
3240,51.8883,-8.5007,1
3241,53.2752,-9.05166,2
3242,52.6543,-8.67097,2
3243,52.7592,-8.89711,2
3244,51.9464,-7.84366,1
3245,51.8634,-8.33314,1
3246,52.9414,-9.30306,2
3247,51.8127,-8.39477,1
3248,52.7123,-9.32449,2
3249,52.9493,-7.30355,2
3250,52.8974,-7.16205,2
3251,52.9357,-9.339,2
3252,53.925,-7.58103,2.8
3253,54.0484,-7.31403,1.75
3254,53.0245,-9.31074,2
3255,51.6539,-9.26245,1
3256,51.7511,-9.55167,4.7
3257,51.5609,-9.45713,4.7
3258,54.501,-8.19552,4.22
3259,54.5044,-8.19571,4.22
3260,52.8687,-6.56969,0.44
3261,52.8156,-8.86809,2
3262,55.0936,-7.53876,4.37
3263,54.6494,-8.11546,4.22
3264,54.5002,-8.20342,4.22
3265,52.0687,-8.27813,1
3266,55.1913,-7.04708,3.25
3267,55.0949,-7.53917,4.37
3268,53.8042,-9.12734,3.57
3269,52.1409,-8.26014,1
3270,52.9372,-8.89357,2
3271,52.3699,-8.67372,1.48
3272,52.8906,-6.13613,0.46
3273,53.845,-6.80035,0.52
3274,53.8219,-6.75266,0.52
3275,53.6213,-6.52889,0.52
3276,53.0049,-6.29689,0.46
3277,53.0645,-6.22053,0.47
3278,52.7518,-6.53394,2
3279,52.1657,-8.73996,1.53
3280,52.2095,-9.01013,1.5
3281,52.1467,-8.51347,1.54
3282,52.1739,-8.23226,1
3283,53.6912,-8.29894,3
3284,53.7652,-7.93099,2.8
3285,52.2714,-8.27777,1.52
3286,53.627,-7.39114,-0.6
3287,53.5439,-9.35723,4.87
3288,53.8536,-7.92296,2.8
3289,52.4392,-6.47553,3.22
3290,52.0668,-9.05939,1
3291,52.2383,-6.73041,3.22
3292,52.4082,-7.75828,0.37
3293,52.5025,-8.19972,2
3294,52.1851,-8.35308,1.54
3295,53.5721,-6.90173,0.49
3296,52.6846,-9.64353,2
3297,51.6786,-9.46529,4.7
3298,52.1321,-8.62513,1.54
3299,51.5493,-9.26819,1
3300,52.6391,-9.48718,2
3301,53.2753,-6.09352,0.52
3302,53.5207,-6.07539,0.56
3303,52.2586,-7.11741,2.37
3304,52.1747,-6.59332,3.22
3305,52.2692,-8.72915,1.5
3306,52.3953,-6.94254,2.37
3307,52.8,-6.16213,0.46
3308,54.2176,-9.21793,3.57
3309,52.0939,-8.1087,1
3310,51.851,-8.30123,1
3311,54.2795,-8.48495,3.12
3312,53.405,-6.13612,0.56
3313,52.811,-8.95914,2
3314,54.2287,-9.9838,7.05
3315,52.0208,-8.33246,1
3316,52.8812,-6.70037,0.43
3317,52.1431,-8.39996,1
3318,54.2677,-7.03346,1
3319,52.2181,-8.58214,1.52
3320,54.7955,-7.68629,2.25
3321,52.2306,-8.66588,1.51
3322,52.109,-8.6861,1.55
3323,52.1723,-8.46071,1.54
3324,52.2475,-8.40629,1.52
3325,54.1241,-7.25417,1.75
3326,52.1345,-8.88935,1.53
3327,52.1681,-8.89968,1.52
3328,51.8939,-8.58737,1
3329,51.7632,-8.65685,1
3330,51.9239,-8.74798,1
3331,51.9257,-8.59269,1
3332,51.8035,-8.30091,1
3333,51.9027,-8.27406,1
3334,51.9087,-8.05472,1
3335,51.7527,-8.7182,1
3336,51.9411,-7.99052,1
3337,52.8663,-6.86172,2
3338,51.9144,-8.16316,1
3339,51.9179,-8.6179,1
3340,51.7045,-8.52147,1
3341,51.8484,-9.23275,1
3342,51.9084,-8.7854,1
3343,51.9049,-8.94593,1
3344,51.5278,-9.54081,4.7
3345,51.6212,-8.88152,1
3346,55.3411,21.4359,-0.68
3347,56.0084,22.2502,-2.5
3348,55.5862,26.5576,-3.9
3349,55.2154,22.2661,-1.03
3350,55.9586,25.555,-3.6
3351,55.8808,21.7987,-1
3352,55.9797,22.9075,-2
3353,55.8693,21.2048,-1
3354,54.0469,24.0119,-0.1
3355,56.1707,24.7412,-2.9
3356,55.8436,23.5564,-2
3357,54.773,24.6369,-1.5
3358,54.6631,25.0471,-2
3359,54.6771,25.1559,-2
3360,54.9014,23.8423,-1
3361,55.6372,21.267,-1
3362,56.0087,23.2941,-2
3363,55.7105,24.2199,-2
3364,54.4364,24.0516,-1
3365,54.5866,23.3574,-1
3366,55.5215,25.5819,-3.6
3367,56.403,22.162,-1
3368,55.2282,24.7339,-1
3369,56.0738,24.4266,-2
3370,55.2627,23.9422,-1
3371,55.0668,24.2551,-1
3372,54.871,24.444,-1.55
3373,56.0661,21.1106,-1
3374,55.5075,25.0666,-3.1
3375,56.2997,22.9363,-2
3376,54.6237,24.0582,-1
3377,55.0695,22.7528,-1.5
3378,55.6235,22.9542,-2
3379,54.2173,24.5534,-2
3380,55.3742,23.1104,-2
3381,54.6585,23.0186,-0.18
3382,55.8338,24.9413,-3.1
3383,56.2544,23.6312,-2
3384,54.9213,24.2166,-1
3385,55.7384,26.2853,-3.9
3386,55.2228,25.3857,-2
3387,54.7474,23.466,-1
3388,56.2778,21.5067,-1
3389,55.0534,24.9393,-1.49
3390,54.9528,23.0057,-1
3391,54.2938,25.3909,-2
3392,54.8613,25.4468,-2
3393,55.1216,25.9746,-2
3394,54.9673,25.7278,-2
3395,54.6467,22.7524,-0.18
3396,56.0127,23.8401,-2
3397,55.3142,21.0174,1
3398,55.3275,26.167,-3.85
3399,55.4768,22.1597,-1.03
3400,54.2389,23.522,0.8
3401,55.1172,26.1542,-3.85
3402,54.4068,23.2259,-0.78
3403,54.6102,25.3787,-2
3404,54.9358,23.7754,-1
3405,55.7158,21.935,-1
3406,55.0566,24.3823,-1
3407,54.8022,24.4314,-1.54
3408,56.2483,22.7225,-2
3409,54.1763,24.9852,-2
3410,55.253,23.4856,-1
3411,55.7492,23.7703,-2
3412,56.193,22.6727,-2
3413,54.93,24.0878,-1
3414,55.5968,23.2105,-2
3415,55.6426,23.741,-2
3416,54.9957,24.0292,-1
3417,54.6291,25.3562,-2
3418,54.5387,24.9267,-2
3419,56.2355,22.5017,-2
3420,56.3701,23.2408,-2
3421,55.0797,22.956,-1.5
3422,54.886,23.6027,-1
3423,55.1323,21.9,-0.68
3424,55.4056,22.5661,-1.5
3425,55.0468,23.5447,-1
3426,55.4943,21.633,-1
3427,55.5347,24.0873,-1.5
3428,55.5524,21.981,-2.5
3429,54.7794,22.8596,-0.18
3430,56.0966,25.5997,-3.38
3431,56.053,21.5505,-1
3432,54.3873,23.637,-0.78
3433,56.0778,23.98,-2
3434,54.5347,25.3294,-2
3435,55.5745,25.2928,-3.1
3436,55.2887,21.3713,1
3437,54.0922,23.7082,-0.1
3438,55.518,24.2954,-1
3439,55.3968,22.8746,-2
3440,55.3092,21.0059,1
3441,55.5403,21.1239,-1
3442,55.1349,21.9062,-1.03
3443,49.60245,6.141905,2.45
3444,49.9234,6.21624,1.99
3445,49.82724,6.295913,2.3
3446,49.81116,6.435062,2.24
3447,49.70327,6.402183,2.31
3448,49.68909,6.356133,2.48
3449,49.49307,6.283436,2.5
3450,49.651,6.130249,2.45
3451,49.97722,5.955495,1.99
3452,49.72119,6.249453,2.47
3453,49.83521,6.015021,2.48
3454,49.68401,5.922514,2.45
3455,49.65472,6.023351,2.45
3456,49.67228,6.078976,2.45
3457,49.62423,6.039619,2.45
3458,49.66367,5.908488,2.45
3459,49.5218,6.115291,2.31
3460,49.53058,5.899106,2.46
3461,49.55609,5.853774,3
3462,49.55605,6.008037,2.31
3463,49.51315,6.01682,2.46
3464,49.58474,6.14703,2.31
3465,49.64061,6.277974,2.46
3466,49.78915,6.067517,2.47
3467,49.76167,6.108931,2.47
3468,50.0481,6.013793,2.01
3469,50.11317,5.998907,2.02
3470,49.87023,6.190202,1.97
3471,49.81507,6.214462,2.49
3472,49.83787,5.741159,3
3473,49.76362,5.89963,2.46
3474,49.96376,5.947582,1.99
3475,49.68741,6.454294,2.23
3476,49.51097,6.36047,2.5
3477,57.026,24.001,-2
3478,55.8889,26.0239,-3.6
3479,56.5986,21.0181,-1
3480,56.6667,23.7161,-2
3481,56.9544,23.5269,-2
3482,56.9322,23.6514,-2
3483,57.396,21.5674,-1
3484,56.5065,27.3308,-5.55
3485,56.5206,25.8319,-3.75
3486,57.5382,25.4236,-5.22
3487,56.8211,24.5647,-2
3488,56.8166,24.6034,-2
3489,56.9761,23.1939,-2
3490,57.3132,25.2752,-5.22
3491,56.2917,26.7139,-4.92
3492,56.8587,24.3495,-2
3493,57.2433,22.5886,-1
3494,56.7722,23.9317,-2
3495,56.7873,23.9424,-2
3496,56.7873,23.9424,-2
3497,56.8275,24.2394,-2
3498,56.8275,24.2394,-2
3499,56.2986,26.7028,-4.92
3500,56.9684,26.3121,-5.1
3501,57.7557,24.3617,-4.75
3502,57.7557,24.3617,-4.75
3503,57.7557,24.3617,-4.75
3504,56.9881,21.9694,-1
3505,56.6547,22.4703,-2.95
3506,57.1597,24.8072,-2
3507,57.1567,24.8867,-2
3508,57.1537,24.8539,-2
3509,57.1883,24.8511,-2
3510,55.8978,27.1508,-4.57
3511,56.6139,23.3333,-2
3512,56.6636,23.32,-2
3513,56.547,27.7249,-5.55
3514,56.547,27.7249,-5.55
3515,57.4249,27.048,-7.25
3516,57.5147,24.7127,-4.75
3517,57.2334,25.0388,-3.95
3518,57.5147,24.7127,-4.75
3519,56.405,24.1469,-2
3520,56.3758,26.1603,-4.35
3521,56.85403,26.2206,-5.1
3522,56.5919,25.2333,-3.35
3523,56.601,25.2535,-3.35
3524,57.1727,26.7609,-5.6
3525,57.13205,27.2684,-5.6
3526,56.7173,24.8113,-2
3527,57.4243,25.9052,-5.57
3528,56.8811,23.9372,-2
3529,56.8983,24.0479,-2
3530,56.9144,23.4572,-2
3531,56.8983,24.0479,-2
3532,57.7756,26.0219,-5.57
3533,57.7756,26.0219,-5.57
3534,57.7756,26.0219,-5.57
3535,57.7756,26.0219,-5.57
3536,57.3117,24.4247,-2
3537,57.2736,24.4294,-2
3538,56.7292,21.6,-1
3539,57.0858,24.3231,-2
3540,56.6106,24.1944,-2
3541,57.0365,22.7759,-3.67
3542,57.0365,22.7759,-3.67
3543,56.5347,21.1417,-1
3544,56.4764,21.1914,-1
3545,56.5478,21.1478,-1
3546,56.8714,24.1461,-2
3547,56.9567,23.9472,-2
3548,56.6184,25.7389,-3.75
3549,57.0926,24.5463,-2
3550,56.5519,26.9219,-4.92
3551,57.8971,25.326,-6.97
3552,56.6889,22.5936,-3.07
3553,56.6781,22.5269,-3.07
3554,57.129,24.2785,-2
3555,56.6258,25.1056,-3.35
3556,56.6258,25.1056,-3.35
3557,56.6447,25.1192,-3.35
3558,56.4642,22.9167,-2
